cardname,cardq,cardrarity,card_edition,cardset,cardcode,cardid,print_id
Trap Stun,1,Ultra Rare,1st Edition,Ruins of Obsidian,RO-EN135,59616123,59616123
Vermillion Dragon Mech,1,Ultra Rare,1st Edition,Ruins of Obsidian,RO-EN136,66698383,66698383
Adamancipator Researcher,1,Secret Rare,1st Edition,Ruins of Obsidian,RO-EN137,85914562,85914562
Shaddoll Dragon,1,Secret Rare,1st Edition,Ruins of Obsidian,RO-EN138,77723643,77723643
Pot of Duality,1,Secret Rare,1st Edition,Ruins of Obsidian,RO-EN139,98645731,98645731
Stardust Spark Dragon,1,Secret Rare,1st Edition,Ruins of Obsidian,RO-EN140,83994433,83994433
Lifeless Leaffish,1,Ultra Rare,1st Edition,Frostfire Tins Wave 2,CT02-EN001,89617515,89617515
Silver's Cry,1,Ultra Rare,1st Edition,Frostfire Tins Wave 2,CT02-EN002,87025064,87025064
Angel of Zera,1,Ultra Rare,1st Edition,Frostfire Tins Wave 2,CT02-EN003,42216237,42216237
Star Eater,1,Ultra Rare,1st Edition,Frostfire Tins Wave 2,CT02-EN004,41517789,41517789
Drillroid,1,Common,1st Edition,Evolving Maelstrom,BP02-EN038,71218746,71218746
Fortune Lady Past,1,Common,1st Edition,Ruins of Obsidian,RIRA-EN008,57869175,57869175
Gem-Knight Alexandrite,1,Common,1st Edition,Ruins of Obsidian,BLMM-EN107,90019393,90019393
Symphonic Warrior Drumss,1,Common,1st Edition,Evolving Maelstrom,OP19-PT031,94331452,94331452
Alpha The Magnet Warrior,1,Common,1st Edition,Ruins of Obsidian,LCYW-EN012,99785935,99785935
Gem-Knight Garnet,1,Common,1st Edition,Ruins of Obsidian,DT05-EN016,91731841,91731841
Harpie Lady,1,Common,1st Edition,Evolving Maelstrom,DB1-EN145,76812113,76812113
Daigusto Gulldos,1,Common,1st Edition,Evolving Maelstrom,DT05-EN089,84766279,84766279
"Kamui, Hope of Gusto",1,Common,1st Edition,Evolving Maelstrom,DT06-EN080,72439556,72439556
Witchcrafter Schmietta,1,Common,1st Edition,Ruins of Obsidian,MP20-EN221,21744288,21744288
Tuning,1,Common,1st Edition,Evolving Maelstrom,MP24-EN055,96363153,96363153
Beetrooper Scout Buggy,1,Common,1st Edition,Evolving Maelstrom,MP02-EN001,2656842,2656842
D.D. Assault Carrier,1,Common,1st Edition,Evolving Maelstrom,MP02-EN002,56790702,56790702
Dragunity Remus,1,Common,1st Edition,Evolving Maelstrom,MP02-EN003,26577155,26577155
Naturia Cliff,1,Common,1st Edition,Ruins of Obsidian,MP02-EN004,33866130,33866130
Queen Butterfly Danaus,1,Common,1st Edition,Evolving Maelstrom,MP02-EN005,13302026,13302026
Secret Sect Druid Dru,1,Common,1st Edition,Ruins of Obsidian,MP02-EN006,24062258,24062258
Snyffus,1,Common,1st Edition,Ruins of Obsidian,MP02-EN007,35448319,35448319
Thunder Dragondark,1,Common,1st Edition,Evolving Maelstrom,MP02-EN008,56713174,56713174
White Sardine,1,Common,1st Edition,Evolving Maelstrom,MP02-EN009,98684051,98684051
Witchcrafter Pittore,1,Common,1st Edition,Ruins of Obsidian,MP02-EN010,95245544,95245544
Worm Cartaros,1,Common,1st Edition,Evolving Maelstrom,MP02-EN011,51043243,51043243
Worm Yagan,1,Common,1st Edition,Evolving Maelstrom,MP02-EN012,47111934,47111934
Baby Dragon,1,Common,1st Edition,Evolving Maelstrom,MP02-EN013,88819587,88819587
Dragunity Divine Lance,1,Common,1st Edition,Evolving Maelstrom,MP02-EN014,60004971,60004971
Poly-Chemicritter Dioxogre,1,Common,1st Edition,Ruins of Obsidian,MP02-EN015,44088292,44088292
Batteryman Charger,1,Ultra Rare,1st Edition,Frostfire Tins Wave 3,CT03-EN001,83446909,83446909
"Carpiponica, Mystical Beast of the Forest",1,Ultra Rare,1st Edition,Frostfire Tins Wave 3,CT03-EN002,85055821,85055821
Tenyi Spirit - Nahata,1,Ultra Rare,1st Edition,Frostfire Tins Wave 3,CT03-EN003,97036149,97036149
Worm Xex,1,Ultra Rare,1st Edition,Frostfire Tins Wave 3,CT03-EN004,11722335,11722335
"Guoglim, Spear of the Ghoti",1,Ultra Rare,1st Edition,Frostfire Tins Wave 3,CT03-EN005,2405631,2405631
Old Entity Hastorr,1,Ultra Rare,1st Edition,Frostfire Tins Wave 3,CT03-EN006,70913714,70913714
Dark Magician of Chaos,1,Ultra Rare,1st Edition,Sandstorm Tins Wave 1,CT11-EN001,40737112,40737112
Genex Ally Birdman,1,Ultra Rare,1st Edition,Sandstorm Tins Wave 1,CT11-EN002,64034255,64034255
Raiza the Storm Monarch,1,Ultra Rare,1st Edition,Sandstorm Tins Wave 1,CT11-EN003,73125233,73125233
Shaddoll Falco,1,Ultra Rare,1st Edition,Sandstorm Tins Wave 1,CT11-EN004,37445295,37445295
WAKE CUP! Mocha,1,Ultra Rare,1st Edition,Sandstorm Tins Wave 1,CT11-EN005,91818544,91818544
"Armades, Keeper of Boundaries",1,Ultra Rare,1st Edition,Sandstorm Tins Wave 1,CT11-EN006,88033975,88033975
Amazoness Trainee,1,Common,1st Edition,Power of the Primordial,PP-EN001,89567993,89567993
Archfiend of Gilfer,1,Common,1st Edition,Power of the Primordial,PP-EN002,50287060,50287060
Babycerasaurus,1,Common,1st Edition,Power of the Primordial,PP-EN003,36042004,36042004
Beatraptor,1,Common,1st Edition,Power of the Primordial,PP-EN004,46924949,46924949
"Beiige, Vanguard of Dark World",1,Common,1st Edition,Power of the Primordial,PP-EN005,33731070,33731070
Black Brachios,1,Common,1st Edition,Power of the Primordial,PP-EN006,50896944,50896944
Blade Knight,1,Common,1st Edition,Power of the Primordial,PP-EN007,39507162,39507162
Blue Rose Dragon,1,Common,1st Edition,Power of the Primordial,PP-EN008,98884569,98884569
Chaos Valkyria,1,Common,1st Edition,Power of the Primordial,PP-EN009,53871273,53871273
Dark Resonator,1,Common,1st Edition,Power of the Primordial,PP-EN010,97021916,97021916
Dinowrestler Capaptera,1,Common,1st Edition,Power of the Primordial,PP-EN011,93507434,93507434
Dinowrestler Iguanodraka,1,Common,1st Edition,Power of the Primordial,PP-EN012,61269611,61269611
Dinowrestler Systegosaur,1,Common,1st Edition,Power of the Primordial,PP-EN013,56980148,56980148
Dipsea Fiend,1,Common,1st Edition,Power of the Primordial,PP-EN014,66472129,66472129
"Dogoran, the Mad Flame Kaiju",1,Common,1st Edition,Power of the Primordial,PP-EN015,93332803,93332803
Double Resonator,1,Common,1st Edition,Power of the Primordial,PP-EN016,60832978,60832978
Edge Imp Sabres,1,Common,1st Edition,Power of the Primordial,PP-EN017,30068120,30068120
Evilswarm Salamandra,1,Common,1st Edition,Power of the Primordial,PP-EN018,4058065,4058065
Evolsaur Cerato,1,Common,1st Edition,Power of the Primordial,PP-EN019,80651316,80651316
Evolsaur Diplo,1,Common,1st Edition,Power of the Primordial,PP-EN020,17045014,17045014
Evoltile Westlo,1,Common,1st Edition,Power of the Primordial,PP-EN021,81873903,81873903
Fabled Grimro,1,Common,1st Edition,Power of the Primordial,PP-EN022,24040093,24040093
Fabled Lurrie,1,Common,1st Edition,Power of the Primordial,PP-EN023,97651498,97651498
Fabled Raven,1,Common,1st Edition,Power of the Primordial,PP-EN024,47217354,47217354
Fiendish Rhino Warrior,1,Common,1st Edition,Power of the Primordial,PP-EN025,81035362,81035362
Ghost Ship,1,Common,1st Edition,Power of the Primordial,PP-EN026,33347467,33347467
Gravekeeper's Nobleman,1,Common,1st Edition,Power of the Primordial,PP-EN027,85646474,85646474
Gren Maju Da Eiza,1,Common,1st Edition,Power of the Primordial,PP-EN028,36584821,36584821
Inari Fire,1,Common,1st Edition,Power of the Primordial,PP-EN029,62953041,62953041
Infernity Conjurer,1,Common,1st Edition,Power of the Primordial,PP-EN030,48144778,48144778
Jurrac Guaiba,1,Common,1st Edition,Power of the Primordial,PP-EN031,11012887,11012887
Jurrac Velo,1,Common,1st Edition,Power of the Primordial,PP-EN032,59312550,59312550
"Kahkki, Guerilla of Dark World",1,Common,1st Edition,Power of the Primordial,PP-EN033,25847467,25847467
Laval Archer,1,Common,1st Edition,Power of the Primordial,PP-EN034,30303854,30303854
Laval Lancelord,1,Common,1st Edition,Power of the Primordial,PP-EN035,123709,123709
Magical Something,1,Common,1st Edition,Power of the Primordial,PP-EN036,43930492,43930492
Phantom Skyblaster,1,Common,1st Edition,Power of the Primordial,PP-EN037,12958919,12958919
Snake-Eye Birch,1,Common,1st Edition,Power of the Primordial,PP-EN038,12058741,12058741
Stygian Street Patrol,1,Common,1st Edition,Power of the Primordial,PP-EN039,13521194,13521194
Submareed Tour Ride,1,Common,1st Edition,Power of the Primordial,PP-EN040,87116749,87116749
Sylvan Peaskeeper,1,Common,1st Edition,Power of the Primordial,PP-EN041,63257623,63257623
"Tlakalel, His Malevolent Majesty",1,Common,1st Edition,Power of the Primordial,PP-EN042,82319644,82319644
Upstart Golden Ninja,1,Common,1st Edition,Power of the Primordial,PP-EN043,58911105,58911105
Gem-Knight Crystal,1,Common,1st Edition,Power of the Primordial,PP-EN044,76908448,76908448
Megalosmasher X,1,Common,1st Edition,Power of the Primordial,PP-EN045,81823360,81823360
Circle of the Fire Kings,1,Common,1st Edition,Power of the Primordial,PP-EN046,59388357,59388357
Divine Sword - Phoenix Blade,1,Common,1st Edition,Power of the Primordial,PP-EN047,31423101,31423101
Downbeat,1,Common,1st Edition,Power of the Primordial,PP-EN048,96540,96540
Jurassic Power,1,Common,1st Edition,Power of the Primordial,PP-EN049,99531088,99531088
Miracle Dig,1,Common,1st Edition,Power of the Primordial,PP-EN050,6343408,6343408
Spacetime Transcendence,1,Common,1st Edition,Power of the Primordial,PP-EN051,39041729,39041729
Terraforming,1,Common,1st Edition,Power of the Primordial,PP-EN052,73628505,73628505
Void Expansion,1,Common,1st Edition,Power of the Primordial,PP-EN053,34822850,34822850
Accumulated Fortune,1,Common,1st Edition,Power of the Primordial,PP-EN054,98444741,98444741
Beckoning Light,1,Common,1st Edition,Power of the Primordial,PP-EN055,16255442,16255442
Brutal Beast Battle,1,Common,1st Edition,Power of the Primordial,PP-EN056,36809777,36809777
Ghosts From the Past,1,Common,1st Edition,Power of the Primordial,PP-EN057,51099515,51099515
Ninjitsu Art of Transformation,1,Common,1st Edition,Power of the Primordial,PP-EN058,70861343,70861343
Paleozoic Hallucigenia,1,Common,1st Edition,Power of the Primordial,PP-EN059,61420130,61420130
Paleozoic Pikaia,1,Common,1st Edition,Power of the Primordial,PP-EN060,24903843,24903843
D/D/D Gust High King Alexander,1,Common,1st Edition,Power of the Primordial,PP-EN061,6766208,6766208
"Gashadokuro, the Skeletal Mayakashi",1,Common,1st Edition,Power of the Primordial,PP-EN062,39475024,39475024
Jurrac Giganoto,1,Common,1st Edition,Power of the Primordial,PP-EN063,80032567,80032567
Jurrac Meteor,1,Common,1st Edition,Power of the Primordial,PP-EN064,17548456,17548456
"Puralis, the Purple Pyrotile",1,Common,1st Edition,Power of the Primordial,PP-EN065,37038993,37038993
Purushaddoll Aeon,1,Common,1st Edition,Power of the Primordial,PP-EN066,78942513,78942513
Agnimal Candle,1,Rare,1st Edition,Power of the Primordial,PP-EN067,13014905,13014905
Animadorned Archosaur,1,Rare,1st Edition,Power of the Primordial,PP-EN068,98022050,98022050
"Broww, Huntsman of Dark World",1,Rare,1st Edition,Power of the Primordial,PP-EN069,79126789,79126789
Caninetaur,1,Rare,1st Edition,Power of the Primordial,PP-EN070,91754175,91754175
Delta The Magnet Warrior,1,Rare,1st Edition,Power of the Primordial,PP-EN071,12262393,12262393
Double-Headed Dino King Rex,1,Rare,1st Edition,Power of the Primordial,PP-EN072,55349196,55349196
Evocator Eveque,1,Rare,1st Edition,Power of the Primordial,PP-EN073,16146511,16146511
Flowerdino,1,Rare,1st Edition,Power of the Primordial,PP-EN074,10851853,10851853
Gravekeeper's Recruiter,1,Rare,1st Edition,Power of the Primordial,PP-EN075,93023479,93023479
Jurrac Dino,1,Rare,1st Edition,Power of the Primordial,PP-EN076,17948378,17948378
Kaitoptera,1,Rare,1st Edition,Power of the Primordial,PP-EN077,50834074,50834074
Magmacho Dragon,1,Rare,1st Edition,Power of the Primordial,PP-EN078,50951254,50951254
Ninja Grandmaster Hanzo,1,Rare,1st Edition,Power of the Primordial,PP-EN079,95027497,95027497
Petiteranodon,1,Rare,1st Edition,Power of the Primordial,PP-EN080,82946847,82946847
Proof of Pruflas,1,Rare,1st Edition,Power of the Primordial,PP-EN081,85847157,85847157
Scrap Raptor,1,Rare,1st Edition,Power of the Primordial,PP-EN082,80529459,80529459
T.G. Striker,1,Rare,1st Edition,Power of the Primordial,PP-EN083,1315120,1315120
Tour Guide From the Underworld,1,Rare,1st Edition,Power of the Primordial,PP-EN084,10802915,10802915
Witch of the Black Forest,1,Rare,1st Edition,Power of the Primordial,PP-EN085,78010363,78010363
Dark Corridor,1,Rare,1st Edition,Power of the Primordial,PP-EN086,98696958,98696958
Evo-Diversity,1,Rare,1st Edition,Power of the Primordial,PP-EN087,88760522,88760522
Sinful Spoils of Subversion - Snake-Eye,1,Rare,1st Edition,Power of the Primordial,PP-EN088,24081957,24081957
Jar of Avarice,1,Rare,1st Edition,Power of the Primordial,PP-EN089,98954106,98954106
Needlebug Nest,1,Rare,1st Edition,Power of the Primordial,PP-EN090,84968490,84968490
Ninjitsu Art of Super-Transformation,1,Rare,1st Edition,Power of the Primordial,PP-EN091,90200789,90200789
Paleozoic Canadia,1,Rare,1st Edition,Power of the Primordial,PP-EN092,98414735,98414735
Chaos King Archfiend,1,Rare,1st Edition,Power of the Primordial,PP-EN093,36407615,36407615
Fabled Leviathan,1,Rare,1st Edition,Power of the Primordial,PP-EN094,39477584,39477584
Infernity Doom Archfiend,1,Rare,1st Edition,Power of the Primordial,PP-EN095,38904695,38904695
Shiranui Samuraisaga,1,Rare,1st Edition,Power of the Primordial,PP-EN096,57288064,57288064
Adamancipator Crystal - Dragite,1,Super Rare,1st Edition,Power of the Primordial,PP-EN097,10286023,10286023
Dinowrestler Coelasilat,1,Super Rare,1st Edition,Power of the Primordial,PP-EN098,75366958,75366958
Evolsaur Lios,1,Super Rare,1st Edition,Power of the Primordial,PP-EN099,15171722,15171722
Fabled Krus,1,Super Rare,1st Edition,Power of the Primordial,PP-EN100,19439119,19439119
Fabled Kushano,1,Super Rare,1st Edition,Power of the Primordial,PP-EN101,97439806,97439806
Kyoro Ryu-Ge Kaiva,1,Super Rare,1st Edition,Power of the Primordial,PP-EN102,93509766,93509766
Predaplant Spinodionaea,1,Super Rare,1st Edition,Power of the Primordial,PP-EN103,52792430,52792430
"Scarm, Malebranche of the Burning Abyss",1,Super Rare,1st Edition,Power of the Primordial,PP-EN104,84764038,84764038
Shiranui Squire,1,Super Rare,1st Edition,Power of the Primordial,PP-EN105,41562624,41562624
Souleating Oviraptor,1,Super Rare,1st Edition,Power of the Primordial,PP-EN106,44335251,44335251
Staysailor Romarin,1,Super Rare,1st Edition,Power of the Primordial,PP-EN107,49964567,49964567
Swordsman of Revealing Light,1,Super Rare,1st Edition,Power of the Primordial,PP-EN108,64605089,64605089
Zalamander Catalyzer,1,Super Rare,1st Edition,Power of the Primordial,PP-EN109,40460013,40460013
Ayers Rock Sunrise,1,Super Rare,1st Edition,Power of the Primordial,PP-EN110,42502956,42502956
Bonfire,1,Super Rare,1st Edition,Power of the Primordial,PP-EN111,85106525,85106525
Double Evolution Pill,1,Super Rare,1st Edition,Power of the Primordial,PP-EN112,38179121,38179121
Final Bringer of the End Times,1,Super Rare,1st Edition,Power of the Primordial,PP-EN113,54261514,54261514
Fire Recovery,1,Super Rare,1st Edition,Power of the Primordial,PP-EN114,42516299,42516299
Stairway to a Fabled Realm,1,Super Rare,1st Edition,Power of the Primordial,PP-EN115,22555834,22555834
The Monarchs Stormforth,1,Super Rare,1st Edition,Power of the Primordial,PP-EN116,79844764,79844764
Graceful Revival,1,Super Rare,1st Edition,Power of the Primordial,PP-EN117,98273947,98273947
Paleozoic Leanchoilia,1,Super Rare,1st Edition,Power of the Primordial,PP-EN118,1154611,1154611
Paleozoic Olenoides,1,Super Rare,1st Edition,Power of the Primordial,PP-EN119,35035481,35035481
Terrifying Trap Hole Nightmare,1,Super Rare,1st Edition,Power of the Primordial,PP-EN120,75294187,75294187
Stardust Assault Warrior,1,Super Rare,1st Edition,Power of the Primordial,PP-EN121,97792247,97792247
"Vahram, the Magistus Divinity Dragon",1,Super Rare,1st Edition,Power of the Primordial,PP-EN122,61272280,61272280
D.D. Crow,1,Ultra Rare,1st Edition,Power of the Primordial,PP-EN123,24508238,24508238
Effect Veiler,1,Ultra Rare,1st Edition,Power of the Primordial,PP-EN124,97268402,97268402
Eucalyptus Mole,1,Ultra Rare,1st Edition,Power of the Primordial,PP-EN125,71228611,71228611
Giant Rex,1,Ultra Rare,1st Edition,Power of the Primordial,PP-EN126,80280944,80280944
Mathematician,1,Ultra Rare,1st Edition,Power of the Primordial,PP-EN127,41386308,41386308
Performage Trick Clown,1,Ultra Rare,1st Edition,Power of the Primordial,PP-EN128,67696066,67696066
Terrifying Toddler of Torment,1,Ultra Rare,1st Edition,Power of the Primordial,PP-EN129,48468330,48468330
"Zoroa, the Magistus of Flame",1,Ultra Rare,1st Edition,Power of the Primordial,PP-EN130,36099130,36099130
Fiendsmith's Tract,1,Ultra Rare,1st Edition,Power of the Primordial,PP-EN131,98567237,98567237
Fossil Dig,1,Ultra Rare,1st Edition,Power of the Primordial,PP-EN132,47325505,47325505
Zombie Reborn,1,Ultra Rare,1st Edition,Power of the Primordial,PP-EN133,19942835,19942835
Memory of an Adversary,1,Ultra Rare,1st Edition,Power of the Primordial,PP-EN134,60080151,60080151
Infernoble Knight Captain Roland,1,Ultra Rare,1st Edition,Power of the Primordial,PP-EN135,40251688,40251688
Tri-Edge Master,1,Ultra Rare,1st Edition,Power of the Primordial,PP-EN136,52445243,52445243
Fabled Marcosia,1,Secret Rare,1st Edition,Power of the Primordial,PP-EN137,57630503,57630503
Miscellaneousaurus,1,Secret Rare,1st Edition,Power of the Primordial,PP-EN138,38572779,38572779
Pot of Prosperity,1,Secret Rare,1st Edition,Power of the Primordial,PP-EN139,84211599,84211599
Red Wyvern,1,Secret Rare,1st Edition,Power of the Primordial,PP-EN140,76547525,76547525
A-Assault Core,1,Common,1st Edition,Cyberstorm Crisis,CC-EN001,30012506,30012506
Achichi @Ignister,1,Common,1st Edition,Cyberstorm Crisis,CC-En002,15808381,15808381
Alien Ammonite,1,Common,1st Edition,Cyberstorm Crisis,CC-EN003,652362,652362
Alien Overlord,1,Common,1st Edition,Cyberstorm Crisis,CC-EN004,63253763,63253763
Ancient Gear Beast,1,Common,1st Edition,Cyberstorm Crisis,CC-EN005,10509340,10509340
Antialian,1,Common,1st Edition,Cyberstorm Crisis,CC-EN006,43583400,43583400
Backup Secretary,1,Common,1st Edition,Cyberstorm Crisis,CC-EN007,63528891,63528891
Balancer Lord,1,Common,1st Edition,Cyberstorm Crisis,CC-EN008,8567955,8567955
"Caam, Serenity of Gusto",1,Common,1st Edition,Cyberstorm Crisis,CC-EN009,91449144,91449144
Chaos Valkyria,1,Common,1st Edition,Cyberstorm Crisis,CC-EN010,53871273,53871273
Cliant,1,Common,1st Edition,Cyberstorm Crisis,CC-EN011,45778242,45778242
Core of Chaos,1,Common,1st Edition,Cyberstorm Crisis,CC-EN012,3806388,3806388
Cyber Eltanin,1,Common,1st Edition,Cyberstorm Crisis,CC-EN013,33093439,33093439
Cyberse Wizard,1,Common,1st Edition,Cyberstorm Crisis,CC-EN014,36033786,36033786
D.D. Sprite,1,Common,1st Edition,Cyberstorm Crisis,CC-EN015,16638212,16638212
Dimensional Alchemist,1,Common,1st Edition,Cyberstorm Crisis,CC-EN016,36733451,36733451
Dimensional Allotrope Varis,1,Common,1st Edition,Cyberstorm Crisis,CC-EN017,52254878,52254878
Dotscaper,1,Common,1st Edition,Cyberstorm Crisis,CC-EN018,18789533,18789533
Doyon @Ignister,1,Common,1st Edition,Cyberstorm Crisis,CC-EN019,88413677,88413677
Dual Assembwurm,1,Common,1st Edition,Cyberstorm Crisis,CC-EN020,7445307,7445307
Electromagnetic Turtle,1,Common,1st Edition,Cyberstorm Crisis,CC-EN021,34710660,34710660
Esper Girl,1,Common,1st Edition,Cyberstorm Crisis,CC-EN022,99070951,99070951
Fluffal Leo,1,Common,1st Edition,Cyberstorm Crisis,CC-EN023,66457138,66457138
G Golem Pebble Dog,1,Common,1st Edition,Cyberstorm Crisis,CC-EN024,25273572,25273572
Gusto Thunbolt,1,Common,1st Edition,Cyberstorm Crisis,CC-EN025,28066831,28066831
Jigabyte,1,Common,1st Edition,Cyberstorm Crisis,CC-EN026,40894584,40894584
Kozmo Goodwitch,1,Common,1st Edition,Cyberstorm Crisis,CC-EN027,67050396,67050396
Krebons,1,Common,1st Edition,Cyberstorm Crisis,CC-EN028,59575539,59575539
Launcher Commander,1,Common,1st Edition,Cyberstorm Crisis,CC-EN029,35911108,35911108
Mathmech Nabla,1,Common,1st Edition,Cyberstorm Crisis,CC-EN030,53577438,53577438
Mental Tuner,1,Common,1st Edition,Cyberstorm Crisis,CC-EN031,30291086,30291086
Minimalian,1,Common,1st Edition,Cyberstorm Crisis,CC-EN032,21147203,21147203
"Pilica, Descendant of Gusto",1,Common,1st Edition,Cyberstorm Crisis,CC-EN033,71175527,71175527
Psychic Commander,1,Common,1st Edition,Cyberstorm Crisis,CC-EN034,21454943,21454943
Rebuildeer,1,Common,1st Edition,Cyberstorm Crisis,CC-EN035,4550066,4550066
Reinforced Human Psychic Borg,1,Common,1st Edition,Cyberstorm Crisis,CC-EN036,80102359,80102359
Rescue Interlacer,1,Common,1st Edition,Cyberstorm Crisis,CC-EN037,63009228,63009228
Ritual Beast Tamer Wen,1,Common,1st Edition,Cyberstorm Crisis,CC-EN038,40907115,40907115
Silent Angler,1,Common,1st Edition,Cyberstorm Crisis,CC-EN039,90303176,90303176
Spiritual Beast Tamer Winda,1,Common,1st Edition,Cyberstorm Crisis,CC-EN040,65193366,65193366
The Agent of Miracles - Jupiter,1,Common,1st Edition,Cyberstorm Crisis,CC-EN041,28573958,28573958
Threshold Borg,1,Common,1st Edition,Cyberstorm Crisis,CC-EN042,31944175,31944175
Time Thief Adjuster,1,Common,1st Edition,Cyberstorm Crisis,CC-EN043,64730881,64730881
Torque Tune Gear,1,Common,1st Edition,Cyberstorm Crisis,CC-EN044,79538761,79538761
Labradorite Dragon,1,Common,1st Edition,Cyberstorm Crisis,CC-EN045,62514770,62514770
Leotron,1,Common,1st Edition,Cyberstorm Crisis,CC-EN046,47226949,47226949
Cynet Crosswipe,1,Common,1st Edition,Cyberstorm Crisis,CC-EN047,77449773,77449773
Cynet Mining,1,Common,1st Edition,Cyberstorm Crisis,CC-EN048,57160136,57160136
D.D.R. - Different Dimension Reincarnation,1,Common,1st Edition,Cyberstorm Crisis,CC-EN049,9622164,9622164
Elegant Egotist,1,Common,1st Edition,Cyberstorm Crisis,CC-EN050,90219263,90219263
Foolish Return,1,Common,1st Edition,Cyberstorm Crisis,CC-EN051,88369727,88369727
Harpies' Hunting Ground,1,Common,1st Edition,Cyberstorm Crisis,CC-EN052,75782277,75782277
One-Time Passcode,1,Common,1st Edition,Cyberstorm Crisis,CC-EN053,93104632,93104632
Psychic Eraser Laser,1,Common,1st Edition,Cyberstorm Crisis,CC-EN054,9322133,9322133
Small World,1,Common,1st Edition,Cyberstorm Crisis,CC-EN055,89558743,89558743
Transmodify,1,Common,1st Edition,Cyberstorm Crisis,CC-EN056,5288597,5288597
D.D.D. - Different Dimension Derby,1,Common,1st Edition,Cyberstorm Crisis,CC-EN057,76552147,76552147
Mathmech Induction,1,Common,1st Edition,Cyberstorm Crisis,CC-EN058,14393464,14393464
Psychic Overload,1,Common,1st Edition,Cyberstorm Crisis,CC-EN059,82633308,82633308
Ultimate Providence,1,Common,1st Edition,Cyberstorm Crisis,CC-EN060,38891741,38891741
Hyper Psychic Blaster,1,Common,1st Edition,Cyberstorm Crisis,CC-EN061,95526884,95526884
Magical Android,1,Common,1st Edition,Cyberstorm Crisis,CC-EN062,43385557,43385557
Mecha Phantom Beast Concoruda,1,Common,1st Edition,Cyberstorm Crisis,CC-EN063,53451824,53451824
Psychic Lifetrancer,1,Common,1st Edition,Cyberstorm Crisis,CC-EN064,45379225,45379225
Psychic Nightmare,1,Common,1st Edition,Cyberstorm Crisis,CC-EN065,7582066,7582066
Synchro Transmission,1,Common,1st Edition,Cyberstorm Crisis,CC-EN066,35817848,35817848
Ancient Gear Tanker,1,Rare,1st Edition,Cyberstorm Crisis,CC-EN067,91098230,91098230
Ancient Gear Wyvern,1,Rare,1st Edition,Cyberstorm Crisis,CC-EN068,17663375,17663375
B-Buster Drake,1,Rare,1st Edition,Cyberstorm Crisis,CC-EN069,77411244,77411244
Cheepcheepcheep,1,Rare,1st Edition,Cyberstorm Crisis,CC-EN070,27189308,27189308
Debris Dragon,1,Rare,1st Edition,Cyberstorm Crisis,CC-EN071,14943837,14943837
Double Fin Shark,1,Rare,1st Edition,Cyberstorm Crisis,CC-EN072,64319467,64319467
Draconnet,1,Rare,1st Edition,Cyberstorm Crisis,CC-EN073,62706865,62706865
Genetic Woman,1,Rare,1st Edition,Cyberstorm Crisis,CC-EN074,98147766,98147766
Gold Pride - Eliminator,1,Rare,1st Edition,Cyberstorm Crisis,CC-EN075,60203670,60203670
Harpie Perfumer,1,Rare,1st Edition,Cyberstorm Crisis,CC-EN076,39392286,39392286
Lappis Dragon,1,Rare,1st Edition,Cyberstorm Crisis,CC-EN077,3111207,3111207
Mecha Phantom Beast Tetherwolf,1,Rare,1st Edition,Cyberstorm Crisis,CC-EN078,67922702,67922702
Nemeses Umbrella,1,Rare,1st Edition,Cyberstorm Crisis,CC-EN079,46606977,46606977
Psychic Tracker,1,Rare,1st Edition,Cyberstorm Crisis,CC-EN080,30227494,30227494
Spiritual Beast Cannahawk,1,Rare,1st Edition,Cyberstorm Crisis,CC-EN081,49885567,49885567
Spiritual Beast Tamer Lara,1,Rare,1st Edition,Cyberstorm Crisis,CC-EN082,23623653,23623653
The Agent of Mystery - Earth,1,Rare,1st Edition,Cyberstorm Crisis,CC-EN083,91188343,91188343
Witch of the Black Forest,1,Rare,1st Edition,Cyberstorm Crisis,CC-EN084,78010363,78010363
"""A"" Cell Recombination Device",1,Rare,1st Edition,Cyberstorm Crisis,CC-EN085,91231901,91231901
A.I.dle Reborn,1,Rare,1st Edition,Cyberstorm Crisis,CC-EN086,22933016,22933016
Cyber Repair Plant,1,Rare,1st Edition,Cyberstorm Crisis,CC-EN087,86686671,86686671
Hysteric Sign,1,Rare,1st Edition,Cyberstorm Crisis,CC-EN088,19337371,19337371
Pot of Dichotomy,1,Rare,1st Edition,Cyberstorm Crisis,CC-EN089,98672567,98672567
Reptilianne Ramifications,1,Rare,1st Edition,Cyberstorm Crisis,CC-EN090,81615450,81615450
Tailwind of Gusto,1,Rare,1st Edition,Cyberstorm Crisis,CC-EN091,1187243,1187243
Horn of Heaven,1,Rare,1st Edition,Cyberstorm Crisis,CC-EN092,98069388,98069388
Time Thief Power Reserve,1,Rare,1st Edition,Cyberstorm Crisis,CC-EN093,42620460,42620460
Time-Space Trap Hole,1,Rare,1st Edition,Cyberstorm Crisis,CC-EN094,2055403,2055403
P.U.N.K. JAM Dragon Drive,1,Rare,1st Edition,Cyberstorm Crisis,CC-EN095,28403802,28403802
Thought Ruler Archfiend,1,Rare,1st Edition,Cyberstorm Crisis,CC-EN096,70780151,70780151
Armored Bitron,1,Super Rare,1st Edition,Cyberstorm Crisis,CC-EN097,29374928,29374928
Backup @Ignister,1,Super Rare,1st Edition,Cyberstorm Crisis,CC-EN098,30118811,30118811
